ESCOURI,ID,UUIDHISTORY,SKILLTYPE,REUSELEVEL,PREFERREDLABEL,ALTLABELS,DESCRIPTION,DEFINITION,SCOPENOTE
http://data.europa.eu/esco/skill/119535c6-ff74-4e64-91c2-bcf338749fd6,key_20369,7dce1544-782a-4274-a252-e5cfc85b1f12,skill/competence,occupation-specific,design well paths,"designing well paths
calculate well paths
design well paths
well path designing
calculating well paths
calculation of well paths
well path calculation
designing of well paths",Design and calculate multilateral and horizontal well paths.,,
http://data.europa.eu/esco/skill/119acb15-fff5-4475-80fe-d7de24023909,key_20370,7f21a58a-694f-489a-adc7-fb8937190eeb,knowledge,cross-sector,political parties,"political party
movements parties
political parties
affiliations parties",The ideas and principles that political parties stand for and the politicians representing them.,,
http://data.europa.eu/esco/skill/119fe928-401d-4254-9273-dd1c171fe84e,key_20371,c8370dee-21d1-4ffc-994c-e25f8e46a6e9,skill/competence,sector-specific,change shelf labels,"changing shelf labels
change a shelf label
replace shelf labels
change shelf labels
adjust shelf labels
changing a shelf label
alter shelf labels
renew shelf labels","Change labels on shelves, according to the location of products displayed on vending machines.",,
http://data.europa.eu/esco/skill/11a76a95-66c1-43e0-91f0-be1cc5d05964,key_20372,4f0847bf-b3b2-4557-92e3-80d097568512,skill/competence,cross-sector,innovate in footwear and leather goods industry,"practice creative thinking in the footwear and leather goods industries
apply innovative thinking in the footwear and leather goods industries
apply innovative thinking in the footwear and leather industry
apply creative thinking in the footwear and leather goods industries
practice innovative thinking in the leather goods industry
practice innovative thinking in the footwear industry
practice innovative thinking in the footwear and leather goods industries
practice innovative thinking in the footwear and leather industries
apply creative thinking in the footwear and leather industry",Innovate in the footwear and leather goods sector. Evaluate new ideas and concepts to turn them into marketable products. Use entrepreneurial thinking in all stages of the product and process development to identify new business opportunities for the targeted markets.,,
http://data.europa.eu/esco/skill/11bbb82e-f3cc-4734-94d5-b99fdd0a683e,key_20373,f928e0a7-6576-4e77-86b7-887c44863eda,skill/competence,cross-sector,explain interview purposes,"explain purposes of interview
explaining interview purposes
describe interview purposes
explain interview purpose
explain interview purposes
outline interview purposes",Explain the main purpose and objective of the interview in a manner that the recipient understands and responds to the questions accordingly.,,
http://data.europa.eu/esco/skill/11bc405a-505c-4bfe-be8f-345e5aae0c93,key_20374,9bd63132-d200-45cc-aac4-ac242fd80021,skill/competence,sector-specific,tend bottle-washing machine,"look after bottle-washing machine
tend bottle-washing machinery
tend a bottle-washing machine
tend bottle-washing machine
watch bottle-washing machine
mind bottle-washing machine
take care of bottle-washing machine
tend bottle-washing machines","Tend bottle-washing machine ensuring that flow of bottles is fluent, machine input is sufficient, and maintenance is according to requirements.",,
http://data.europa.eu/esco/skill/11bebcd3-ad55-42b9-b9af-4c7cd7953e3f,key_20375,b0f3858c-c58d-477b-b375-b510d0d9e9f3,skill/competence,sector-specific,survey sites for pipeline installation,"examine sites for pipeline installation
assess areas for pipeline installation
survey sites for pipeline installation
undertake evaluations of pipeline installation sites
conduct pipeline installation site surveys
carry out analyses of pipeline installation sites
survey sites for installation of pipelines
survey areas for pipeline installation
perform assessments of pipeline installation sites
assess sites for pipeline installation
conduct surveys of pipeline installation sites
examine areas for pipeline installation","Perform surveys of different kinds of sites, such as inland or maritime site, for the planning and construction of pipeline infrastructure.",,
http://data.europa.eu/esco/skill/11c0bfec-6bc8-4ec0-a535-91bd65be92c5,key_20376,fc55e00c-686b-44b8-9417-d4b9d197c0ca,skill/competence,cross-sector,install wood elements in structures,"fit wood elements into buildings
fit ceiling frames
fitting wood elements in buildings
fit doors
installation in structures of wood elements
fitment of  wood elements in buildings
fit stairs
wood elements installation in structures
installing wood elements in structures
install wood elements in structures
installation of wood elements in structures
fit wood elements in buildings","Install elements made of wood and wood-based composite materials, such as doors, stairs, plinths, and ceiling frames. Assemble and affix the elements, taking care to prevent gaps. ",,
http://data.europa.eu/esco/skill/11cbcf7f-8dc3-4c9a-9ec1-37f51b5cbc19,key_20377,9c912d59-c3ed-489d-814d-cbc36ec838a5,knowledge,cross-sector,international trade,"international trading
world wide trade
international commerce
international trade
global trade","The economic practise and study field that address the exchange of goods and services across geographic borders. The general theories and schools of thought around the implications of international trade in terms of exports, imports, competitivity, GDP, and role of multinational companies.",,
http://data.europa.eu/esco/skill/11dc8e6b-dffa-42e4-9de1-c47293a848ff,key_20378,a2b17d8b-7e20-424b-98ee-4fb7a5964dab,skill/competence,sector-specific,operate pumping equipment,"operating pumping equipment
operation of pumping equipment
pumping equipment operation
monitor pumping operations
pumping equipment operating
pump gas
control pumping operations
operating of pumping equipment
operate pumping equipment
oversee pumping operations
pump oil",Operate pumping equipment; oversee gas and oil transport from wellheads to refineries or storage facilities.,,
http://data.europa.eu/esco/skill/11e2378a-ccc0-45a5-993c-23eb65f9e1ce,key_20379,3e7e14b9-78ee-4cce-9f14-7fb667972f3e,knowledge,sector-specific,blood donation,"blood donation collection
plasma donation
donating blood processes
blood donation
blood donation process
blood donation procedures
whole blood donation","The procedures related to collecting blood samples from volunteers, the screening testing against disease and the follow-up.",,
http://data.europa.eu/esco/skill/11e26767-e597-4349-ae50-f4ae16da9c60,key_20380,d3392bbd-623b-44d4-a4e6-febb217d745a,skill/competence,sector-specific,investigate aircraft accidents,"assess aircraft accidents
investigate air disasters
investigate aircraft accidents
perform activities associated with the investigation of aircraft accidents
investigate aviation accidents
investigate flight incidents
examine aircraft accidents
analyse aircraft accidents
investigate air accidents
conduct activities associated with the investigation of aircraft accidents","Thoroughly investigate aircraft accidents, collisions, crashes or other aviation incidents.",,
http://data.europa.eu/esco/skill/11e43fb9-e02b-4c6c-8eb2-3127d99dcb72,key_20381,703e4768-6bf8-4ada-94b4-88cf43d2fb82,skill/competence,occupation-specific,operate vibratory feeder in food production,"work vibratory feeder in food production
operate a vibratory feeder in food production
operate vibratory feeder in food production
operating a vibratory feeder in food production
use vibratory feeder in food production
utilise vibratory feeder in food production
handle vibratory feeder in food production","Operate vibratory feeder in order to separate beans and grains from shells and waste. A high frequency vibratory feeder gently and evenly feeds the product, such as almonds, into the hard shell cracker without breakage.",,
http://data.europa.eu/esco/skill/11e7b341-ecd9-445c-b1fe-ba220b706b21,key_20382,e9fdae3f-f60f-454b-967b-9a4091a263ec,skill/competence,sector-specific,develop competition policies,"prepare competition policies
prepare trade regulation policies
establish trade regulation policies
produce trade regulation policies
evaluate competition policies
develop competition policies
produce competition policies
establish competition policies
evaluate trade regulation policies","Develop policies and programmes which regulate practices of free trade and competition between businesses and ban practices which impede free trade, by controlling firms attempting to dominate a market, monitoring operations of cartels, and supervising mergers and acquisitions of large firms.",,
http://data.europa.eu/esco/skill/11eb25b9-4d66-4733-acd0-e8551d678627,key_20383,c0c48bfb-fe79-4641-849a-a8d65364237e,skill/competence,sector-specific,follow switching instructions in rail operations,"conduct rail switching operations in accordance with instructions
follow switching instructions in railway operations
carry out railway switching operations according to directions
adhere to switching instructions in rail operations
comply with instructions in execution of railway switching operations
conduct rail switching operations according to instructions
adhere to switching instructions in railway operations
follow switching instructions in rail operations
adhere to switching directions in railway operations
perform rail switching operations in accordance with directions
follow switching directions in rail operations","Read and comprehend the instructions on switching rail cars and wagons, and perform switching operations accordingly.",,
