conceptType,conceptUri,preferredLabel,status,altLabels,description,broaderConceptUri,broaderConceptPT
Occupation,http://data.europa.eu/esco/occupation/55167849-82cf-484e-b818-fa702a4e69e9,hydrologue,released,ingénieur hydrologue/ingénieure hydrologue | ingénieure hydrologue | ingénieur hydrologue,"Les hydrologues réalisent des recherches et des études sur la qualité, les problématiques actuelles et la répartition de l’eau dans la Terre. Ils/elles étudient l’alimentation en eau provenant des rivières, des cours d’eau et des sources pour déterminer leur utilisation adéquate et durable. Avec une équipe de professionnels multidisciplinaire, ils planifient et mettent au point la manière dont l’eau peut être fournie aux villes et aux zones urbaines de manière efficace et en assurant la conservation des ressources.",http://data.europa.eu/esco/occupation/c6196b21-20f9-4608-83fb-6f143afc740d,géologue
Occupation,http://data.europa.eu/esco/occupation/557f9ccc-4e46-4bb2-8d20-272cd978b152,vétérinaire scientifique,released,,"Les vétérinaires scientifiques conçoivent et mènent des recherches sur des sujets animaux, comparent les caractéristiques biologiques de base des différents animaux et appliquent les conclusions des recherches à différentes espèces, y compris à l’homme.",http://data.europa.eu/esco/isco/C2250,Vétérinaires
Occupation,http://data.europa.eu/esco/occupation/55a785db-0636-41b8-950f-0b65abe5e81b,enseignant-chercheur en pharmacie/enseignante-chercheuse en pharmacie,released,pharmacienne enseignante-chercheuse discipline pharmaceutique | enseignant-chercheur en pharmacie | pharmacien enseignant-chercheur discipline pharmaceutique/pharmacienne enseignante-chercheuse  discipline pharmaceutique | enseignante-chercheuse en pharmacie | pharmacien enseignant-chercheur discipline pharmaceutique,"Les enseignants-chercheurs en pharmacie/enseignantes-chercheuses en pharmacie sont des professeurs, enseignants ou maîtres de conférences qui dispensent des cours aux étudiants titulaires d’un diplôme de l’enseignement secondaire supérieur dans leur domaine d’études spécialisé, la pharmacie, qui revêt essentiellement un caractère théorique. Avec leurs assistants de recherche universitaire et leurs assistants d’enseignement universitaire, ils préparent les conférences et les examens, notent les communications et les examens, animent les pratiques de laboratoire, ainsi que les sessions de suivi et de retour d’informations à l’intention des étudiants. Ils/elles mènent également des recherches universitaires dans leur domaine, la pharmacie, publient leurs conclusions et se concertent avec d’autres collègues universitaires.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,enseignant-chercheur/enseignante-chercheuse
Occupation,http://data.europa.eu/esco/occupation/574f3232-1d07-4034-8cac-c57ddbfff192,chimiste analytique,released,ingénieur chimiste en développement analytique/ingénieure chimiste en développement analytique | ingénieur chimiste en développement analytique | ingénieure chimiste en développement analytique,"Les chimistes analytiques recherchent et décrivent la composition chimique des substances. En outre, ils/elles tirent des conclusions sur le comportement de ces substances dans différentes conditions. Les chimistes analytiques jouent un rôle important dans l’examen de la relation entre la chimie et l’environnement, l’alimentation, les combustibles et la médecine. Ils/Elles utilisent un éventail de techniques telles que l’électrochromatographie, la chromatographie en phase gazeuse et liquide à haute performance et la spectroscopie.
	",http://data.europa.eu/esco/occupation/0d93706d-32fd-4de3-aa08-be1003e325da,chimiste
Occupation,http://data.europa.eu/esco/occupation/57a12047-4f1e-40ed-add5-9736923f231b,astronome,released,astrophysicienne | astrophysicien | astrophysicien/astrophysicienne,"Les astronomes recherchent la formation, les structures, les propriétés et le développement des corps célestes et des matières interstellaires. Ils/elles utilisent des équipements au sol et des équipements spatiaux pour collecter des données sur l’espace à des fins de recherche.",http://data.europa.eu/esco/isco/C2111,Physiciens et astronomes
Occupation,http://data.europa.eu/esco/occupation/59a02420-91df-4e46-b37b-22e3fd8c11f0,enseignant-chercheur en physique/enseignante-chercheuse en physique,released,enseignante-chercheuse en physique | enseignant-chercheur en physique-chimie | enseignant-chercheur en physique | enseignante-chercheuse en physique et nanosciences | enseignant-chercheur en physique et nanosciences/enseignante-chercheuse en physique et nanosciences | enseignant-chercheur en physique et nanosciences | enseignante-chercheuse en physique-chimie | enseignant-chercheur en physique-chimie/enseignante-chercheuse en physique-chimie,"Les enseignants-chercheurs en physique/enseignantes-chercheuses en physique sont des professeurs, enseignants ou maîtres de conférences qui dispensent des cours aux étudiants titulaires d’un diplôme de l’enseignement secondaire supérieur dans leur domaine d’études spécialisé, la physique, qui revêt essentiellement un caractère théorique. Avec leurs assistants de recherche universitaire et leurs assistants d’enseignement universitaire, ils/elles préparent les conférences et les examens, notent les communications et les examens, animent les pratiques de laboratoire, ainsi que les sessions de suivi et de retour d’informations à l’intention des étudiants. Ils/elles mènent également des recherches universitaires dans leur domaine, la physique, publient leurs conclusions et se concertent avec d’autres collègues universitaires.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,enseignant-chercheur/enseignante-chercheuse
Occupation,http://data.europa.eu/esco/occupation/5a282a39-5346-454a-b1ef-c1217c50e156,chercheur en sciences de l’éducation/chercheuse en sciences de l’éducation,released,chercheur en sciences de l’éducation | chercheuse en sciences de l’éducation,"Les chercheurs en sciences de l’éducation/chercheuses en sciences de l’éducation mènent des recherches dans le domaine de l’éducation. Ils/elles s’efforcent d’élargir les connaissances sur la manière dont travaillent les processus pédagogiques, les systèmes éducatifs et les personnes (enseignants et apprenants). Ils/elles anticipent les domaines susceptibles de faire l’objet d’améliorations et élaborent des plans pour la mise en œuvre des innovations. Ils/elles conseillent les législateurs et les décideurs politiques sur les questions d’éducation et contribuent à la planification des politiques éducatives.",http://data.europa.eu/esco/isco/C2351,Spécialistes des méthodes d’enseignement
Occupation,http://data.europa.eu/esco/occupation/5ac65daa-0896-4193-9f0e-8b00746b78a1,assistant de recherche/assistante de recherche,released,assistante de recherche | assistant de recherche,"Les assistants de recherche/assistantes de recherche mènent des recherches universitaires pour l’université ou l’établissement d’enseignement supérieur qui les emploie. Ils/elles peuvent assister leurs professeurs de tutelle, leur superviseur, dans leurs travaux de recherche, ou développer leurs propres recherches dans le domaine de compétence du dit professeur.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,enseignant-chercheur/enseignante-chercheuse
Occupation,http://data.europa.eu/esco/occupation/5fdfa822-c1ba-477e-87cc-3d742e59310d,enseignant-chercheur en biologie/enseignante-chercheuse en biologie,released,enseignant-chercheur en biologie | enseignante-chercheuse en biologie,"Les enseignants-chercheurs en biologie/enseignantes-chercheuses en biologie sont des professeurs, enseignants ou maîtres de conférences qui dispensent des cours aux étudiants titulaires d’un diplôme de l’enseignement secondaire supérieur dans leur domaine d’études spécialisé, la biologie. Avec leurs assistants de recherche universitaire et leurs assistants d’enseignement universitaire, ils/elles préparent les conférences et les examens, notent les communications et les examens, animent les pratiques de laboratoire, ainsi que les sessions de suivi et de retour d’informations à l’intention des étudiants. Ils/elles mènent également des recherches universitaires dans leur domaine, la biologie, publient leurs conclusions et se concertent avec d’autres collègues universitaires.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,enseignant-chercheur/enseignante-chercheuse
Occupation,http://data.europa.eu/esco/occupation/605e58d6-ad27-4828-b1f5-16707f327fa0,enseignant-chercheur en sciences de l’éducation/enseignante-chercheuse en sciences de l’éducation,released,enseignante-chercheuse en sciences de l’éducation | enseignant-chercheur en sciences de l’éducation,"Les enseignants-chercheurs en sciences de l’éducation/enseignantes-chercheuses en sciences de l’éducation sont des professeurs, enseignants ou maîtres de conférences qui dispensent des cours aux étudiants titulaires d’un diplôme de l’enseignement secondaire supérieur dans leur domaine d’études spécialisé, les sciences de l’éducation, pour que ces derniers deviennent eux-mêmes enseignants. Avec leurs assistants de recherche universitaire et leurs assistants d’enseignement universitaire, ils/elles préparent les conférences et les examens, notent les communications et les examens, animent les sessions de suivi et de retour d’informations à l’intention des étudiants.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,enseignant-chercheur/enseignante-chercheuse
Occupation,http://data.europa.eu/esco/occupation/6140be85-2d45-44b2-b0ba-412aadcead1e,généticien/généticienne,released,généticien | chercheur en génétique | chercheur en génétique/chercheuse en génétique | chercheuse en génétique | généticienne,"Les généticiens/généticiennes étudient la génétique et axent leurs recherches sur la génétique. Ils/elles analysent la façon dont les gènes interagissent, fonctionnent et héritent des traits de caractère et caractéristiques. Sur la base de leurs recherches, ils assistent les patients atteints de maladies héréditaires, de malformations congénitales, et traitent des questions génétiques en général.",http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,biologiste
Occupation,http://data.europa.eu/esco/occupation/66527cdc-b7a5-4996-9448-7e327b68d08d,enseignant-chercheur en histoire de l’art/enseignante-chercheuse en histoire de l’art,released,enseignante-chercheuse en histoire de l’art | enseignant-chercheur en histoire de l’art,"Les enseignants-chercheurs en histoire de l’art/enseignantes-chercheuses en histoire de l’art sont des professeurs, enseignants ou maîtres de conférences qui dispensent des cours aux étudiants titulaires d’un diplôme de l’enseignement secondaire supérieur dans leur domaine d’études spécialisé, l’art, qui revêt essentiellement un caractère théorique. Avec leurs assistants de recherche universitaire et leurs assistants d’enseignement universitaire, ils/elles préparent les conférences et les examens, notent les communications et les examens, animent les sessions de suivi et de retour d’informations à l’intention des étudiants. Ils/elles mènent également des recherches universitaires dans leur domaine, les études artistiques, publient leurs conclusions et se concertent avec d’autres collègues universitaires.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,enseignant-chercheur/enseignante-chercheuse
Occupation,http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,enseignant-chercheur/enseignante-chercheuse,released,enseignante en université | maîtresse de conférences | enseignant-chercheur | enseignante-chercheuse | enseignant en université | professeure des universités | professeur des universités/professeure des universités | enseignant en université/enseignante en université | professeur des universités | maître de conférences | maître de conférences/maîtresse de conférences,"Les enseignants-chercheurs/enseignantes-chercheuses dispensent des cours aux étudiants titulaires d’un diplôme de l’enseignement secondaire supérieur dans leur domaine d’études spécialisé, qui revêt essentiellement un caractère théorique. Ils/elles peuvent avoir des titres tels que maître de conférences ou professeur. Avec leurs assistants d’enseignement et de recherche, ils/elles préparent les conférences et les examens, notent les communications et les examens, animent les pratiques de laboratoire, ainsi que les sessions de suivi et de retour d’informations à l’intention des étudiants. Ils/elles mènent également des recherches universitaires dans leur domaine respectif, publient leurs conclusions et se concertent avec leurs collègues universitaires.",http://data.europa.eu/esco/isco/C2310,Professeurs d’université et d’établissements d’enseignement supérieur
Occupation,http://data.europa.eu/esco/occupation/68d973df-bf10-4bf7-9a1b-fbd9f604b9db,bioinformaticien/bioinformaticienne,released,"bio-informaticien | bio-informaticien/bio-informaticienne | bioinformaticien en études, recherche et développement/bioinformaticienne en études, recherche et développement | bioinformaticienne en études, recherche et développement | bio-informaticienne | bioinformaticienne | bioinformaticien en études, recherche et développement | bioinformaticien","Les bioinformaticiens/bioinformaticiennes analysent les processus biologiques à l’aide de programmes informatiques. Ils/elles maintiennent ou construisent des bases de données contenant des informations biologiques. Les bioinformaticiens/bioinformaticiennes collectent et analysent des données biologiques et peuvent également assister les scientifiques dans différents domaines, y compris la biotechnologie et la pharmaceutique. Ils/elles réalisent des recherches scientifiques et des analyses statistiques, et rendent compte de leurs résultats. Les bioinformaticiens/bioinformaticiennes peuvent également collecter des échantillons d’ADN, découvrir des schémas de données et mener des recherches génétiques.",http://data.europa.eu/esco/isco/C2131,"Biologistes, botanistes, zoologistes et assimilés"
Occupation,http://data.europa.eu/esco/occupation/68f4fdd9-182c-4c0d-a73d-f767b8a8355e,biologiste en aquaculture,released,,"Les biologistes en aquaculture appliquent les connaissances acquises dans le domaine de la recherche sur les animaux aquatiques et la vie végétale et leurs interactions entre eux et avec l’environnement, afin d’améliorer la production aquacole, de prévenir les problèmes liés à la santé animale et à l’environnement, et de proposer des solutions si nécessaire.",http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,biologiste
Occupation,http://data.europa.eu/esco/occupation/6cd08cbe-7611-4d70-8886-6c59c0385442,chercheur en communication/chercheuse en communication,released,chercheur en communication | chercheuse en communication,"Les scientifiques de la communication étudient les différents aspects de la planification, de la collecte, de la création, de l’organisation, de la conservation, de l’utilisation, de l’évaluation et de l’échange d’informations au moyen d’une communication verbale ou non verbale. Ils étudient les interactions entre les groupes, les individus et les individus avec les technologies (robots).",http://data.europa.eu/esco/occupation/acf69cab-8629-45c8-ae10-c8fb15f474b6,anthropologue
Occupation,http://data.europa.eu/esco/occupation/6d421d34-baa1-44f9-9ea0-231d76e325fd,théologien/théologienne,released,théologienne | théologien,"Religion des chercheurs scientifiques: concepts liés aux religions, aux convictions et à la spiritualité. Ils ont une rationalité dans la conduite des bonnes mœurs et de l’éthique par des études de l’écriture, de la religion, de la discipline et du droit divin.",http://data.europa.eu/esco/isco/C2636,Ministres des cultes
Occupation,http://data.europa.eu/esco/occupation/6df6c5cb-c1a2-42c8-acd0-1ee5563c36c1,biochimiste,released,,"Les biochimistes étudient et réalisent des recherches sur les réactions provoquées par les substances chimiques sur les organismes vivants. Il s’agit notamment de mener des recherches pour le développement ou l’amélioration de produits contenant des agents chimiques (par exemple, des médicaments) destinés à améliorer la santé des organismes vivants et à mieux comprendre leurs réactions.",http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,biologiste
Occupation,http://data.europa.eu/esco/occupation/6e92d4b5-3167-4166-802f-da7753951a31,consultant en recherche informatique/consultante en recherche informatique,released,consultante en recherche dans la technologie de l'information et de la communication | consultant en recherche dans les TIC | consultante en recherche dans les TIC | consultante recherche informatique | conseillère en recherche dans les TIC | consultant en recherche dans la technologie de l'information et de la communication | consultante en recherche dans la TIC | conseiller en recherche dans les TIC | consultant recherche informatique | consultante en recherche informatique | consultant en recherche dans la TIC | consultant en recherche informatique,"Les consultants spécialisés dans la recherche dans le domaine des TIC réalisent des recherches ciblées dans le domaine des TIC et fournissent un rapport final au client. Ils utilisent également les outils TIC pour concevoir des questionnaires pour les enquêtes, analyser les résultats, rédiger des rapports, présenter les résultats et formuler des recommandations sur la base des résultats de la recherche.",http://data.europa.eu/esco/isco/C2511,Analystes de systèmes
Occupation,http://data.europa.eu/esco/occupation/71f09c8b-a172-408c-b9e7-32e580e39ff6,médecin généraliste,released,,"Les médecins généralistes œuvrent à la promotion de la santé, à la prévention, décèlent des pathologies, posent des diagnostics et traitent des maladies; ils encouragent la guérison de maladies physiques et psychiques et de troubles de la santé de toutes sortes pour toutes les personnes, indépendamment de leur âge, de leur sexe ou du type de problème de santé qui les affecte.",http://data.europa.eu/esco/isco/C2211,Médecins généralistes
Occupation,http://data.europa.eu/esco/occupation/72628f3a-fd49-499a-9741-870b0a1fcef2,mathématicien/mathématicienne,released,ingénieur calcul/ingénieure calcul | ingénieur en mathématiques et modélisation/ingénieure en mathématiques et modélisation | ingénieure mathématicienne | mathématicienne | mathématicien | ingénieure en mathématiques et modélisation | ingénieur en mathématiques et modélisation | ingénieur en mathématiques appliquées | ingénieure en mathématiques appliquées | ingénieur mathématicien | ingénieur en mathématiques appliquées/ingénieure en mathématiques appliquées | ingénieure calcul | ingénieur mathématicien/ingénieure mathématicienne | ingénieur calcul,"Les mathématiciens/mathématiciennes étudient et approfondissent les théories mathématiques existantes afin de développer les connaissances et de trouver de nouveaux paradigmes dans le domaine. Ils/elles peuvent appliquer ces connaissances aux défis qui se posent dans les projets d’ingénierie et les projets scientifiques afin de veiller à ce que les mesures, les quantités et les lois mathématiques prouvent leur viabilité.",http://data.europa.eu/esco/isco/C2120,"Mathématiciens, actuaires et statisticiens"
Occupation,http://data.europa.eu/esco/occupation/73ceb2f9-18e3-4cfe-9c06-e9fb31ece440,directeur de recherche-développement en industrie/directrice de recherche-développement en industrie,released,directeur de recherche-développement en industrie | directrice de la recherche et du développement | directeur R&D | responsable recherche-développement en industrie | directeur de la recherche et du développement | directrice de recherche-développement en industrie | directrice R&D,"Les directeurs de recherche-développement en industrie/directrices de recherche-développement en industrie coordonnent les efforts des scientifiques, des chercheurs, des développeurs de produits et des chargés d’études de marché en vue de la création de nouveaux produits, de l’amélioration des produits actuels ou d’autres activités de recherche, y compris la recherche scientifique. Ils/elles gèrent et planifient les activités de recherche et de développement d’une organisation, précisent les objectifs et les exigences budgétaires et gèrent le personnel.",http://data.europa.eu/esco/isco/C1223,"Directeurs et cadres de direction, recherche-développement"
Occupation,http://data.europa.eu/esco/occupation/778c1d37-69f2-4184-ac98-03b7dbfba332,ingénieur en photonique/ingénieure en photonique,released,ingénieure en photonique | ingénieur en photonique,"Les ingénieurs en photonique/ingénieures en photonique se chargent de la production, la transmission, la transformation et la détection de la lumière. Ils/elles mènent des activités de recherche, de conception, de montage, d’essai et de déploiement de composants ou de systèmes photoniques dans des champs d’application multiples, des communications optiques aux instruments médicaux, à la transformation des matériaux ou à la technologie de détection.",http://data.europa.eu/esco/occupation/ab3c4d3e-3189-47ad-82af-57cdae3cb589,ingénieur opticien/ingénieure opticienne
Occupation,http://data.europa.eu/esco/occupation/77abfaec-a250-4765-95fa-6091e8da1bba,ingénieur électromécanicien/ingénieure électromécanicienne,released,ingénieur en électromécanique | ingénieur en électromécanique/ingénieure en électromécanique | ingénieure électromécanicienne | ingénieur électromécanicien | ingénieure en électromécanique,"Les ingénieurs électromécaniciens/ingénieures électromécaniciennes conçoivent et mettent au point des équipements et des machines ayant recours à la fois à la technologie électrique et à la technologie mécanique. Ils/elles élaborent des esquisses et préparent des documents détaillant les commandes de matériel, le processus de montage et d’autres spécifications techniques. Les ingénieurs électromécaniciens/ingénieures électromécaniciennes testent et évaluent également les prototypes. Ils/elles supervisent les procédés de fabrication.",http://data.europa.eu/esco/occupation/86ca306c-ab99-420a-9e2a-aa73c5c4de22,ingénieur électricien/ingénieure électricienne
Occupation,http://data.europa.eu/esco/occupation/7c132147-428b-4ea3-87e1-70f7abb691ce,pharmacien/pharmacienne,released,pharmacienne | pharmacien | pharmacienne en officine | pharmacien en officine/pharmacienne en officine | pharmacien en officine,"Les pharmaciens/pharmaciennes préparent et distribuent des médicaments vendus sans ordonnance et fournissent des recommandations sur ces produits. Ils/elles proposent des informations cliniques sur les médicaments, signalent les effets indésirables présumés et apportent un soutien personnalisé aux patients. Les pharmaciens/pharmaciennes formulent et testent des médicaments en laboratoire, et se chargent de leur stockage, de leur conservation et de leur distribution.",http://data.europa.eu/esco/isco/C2262,Pharmaciens
Occupation,http://data.europa.eu/esco/occupation/7dea476a-dffe-4919-9ee2-fb222e283f41,enseignant-chercheur en psychologie/enseignante-chercheuse en psychologie,released,enseignant-chercheur en psychologie sociale | enseignante-chercheuse en psychologie sociale et du travail | enseignant-chercheur en psychologie clinique/enseignante-chercheuse en psychologie clinique | enseignante-chercheuse en psychologie clinique | enseignant-chercheur en psychologie sociale et du travail/enseignante-chercheuse en psychologie sociale et du travail | enseignant-chercheur en psychologie sociale et du travail | enseignant-chercheur en psychologie clinique | enseignant-chercheur en psychologie sociale/enseignante-chercheuse en psychologie sociale | enseignante-chercheuse en psychologie sociale | enseignante-chercheuse en psychologie | enseignant-chercheur en psychologie,"Les enseignants-chercheurs en psychologie/enseignantes-chercheuses en psychologie sont des professeurs, enseignants ou maîtres de conférences qui dispensent des cours aux étudiants titulaires d’un diplôme de l’enseignement secondaire supérieur dans leur domaine d’études spécialisé, la psychologie, qui revêt essentiellement un caractère théorique. Avec leurs assistants de recherche universitaire et leurs assistants d’enseignement universitaire, ils/elles préparent les conférences et les examens, notent les communications et les examens, animent les sessions de suivi et de retour d’informations à l’intention des étudiants. Ils/elles mènent également des recherches universitaires dans leur domaine respectif, la psychologie, publient leurs conclusions et se concertent avec d’autres collègues universitaires.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,enseignant-chercheur/enseignante-chercheuse
Occupation,http://data.europa.eu/esco/occupation/7f0fe7d3-54c6-41e9-88ba-9d4f0f1a46b4,ingénieur microsystèmes/ingénieure microsystèmes,released,ingénieur microsystèmes | ingénieure microsystèmes,"Les ingénieurs microsystèmes/ingénieures microsystèmes étudient, conçoivent, développent et supervisent la production de systèmes microélectromécaniques, qui peuvent être intégrés dans des produits mécaniques, optiques, acoustiques et électroniques.",http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224,ingénieur électronicien/ingénieure électronicienne
Occupation,http://data.europa.eu/esco/occupation/7f2761eb-4edc-48ad-9fbf-eed0a0db9a21,physicien/physicienne,released,chercheuse en physique | physicien | physicienne | chercheur en physique | chercheur en physique/chercheuse en physique,"Les physicien/physicienne sont des scientifiques qui étudient des phénomènes physiques. Ils/elles axent leur recherche en fonction de leur spécialisation, ce qui peut aller de la physique des particules atomiques à l’étude de phénomènes dans l’univers. Ils/elles appliquent leurs conclusions afin d’améliorer la société en contribuant au développement de l’approvisionnement en énergie, au traitement des maladies, au développement de jeux, aux équipements de pointe et à des objets à usage quotidien.",http://data.europa.eu/esco/isco/C2111,Physiciens et astronomes
Occupation,http://data.europa.eu/esco/occupation/82e37849-30ec-4461-a40e-263d4c984f88,paléontologue,released,,"Les paléontologues recherchent et analysent des formes de vie qui existaient aux ères anciennes de la planète Terre. Ils/elles s’efforcent de définir l’évolution et l’interaction avec différentes zones géologiques de tous types d’organismes et de plantes, pollens et spores, d’animaux invertébrés et vertébrés, d’êtres humains, de traces telles que les empreintes, de cette époque, avec l’écologie et le climat.",http://data.europa.eu/esco/occupation/c6196b21-20f9-4608-83fb-6f143afc740d,géologue
Occupation,http://data.europa.eu/esco/occupation/86a0c9ab-c3fa-41a3-ad3e-d0083036b3d6,minéralogiste,released,minéralogiste de la recherche scientifique,"Les minéralogistes étudient la composition, la structure et les autres aspects physiques de la terre. Ils/elles analysent différents minéraux et utilisent des équipements scientifiques pour déterminer leur structure et leurs propriétés. Leurs travaux sont principalement axés sur la classification et l’identification des minéraux en prélevant des échantillons et en effectuant des essais, analyses et examens complémentaires.",http://data.europa.eu/esco/isco/C2114,Géologues et géophysiciens
Occupation,http://data.europa.eu/esco/occupation/89b87aa2-4008-4cc7-96f8-e2b5ffe59f28,écologue,released,ingénieur écologue/ingénieure écologue | ingénieure écologue | ingénieur écologue,"Les écologues effectuent des évaluations de la santé et de la répartition des organismes, à savoir les personnes, les plantes et les animaux, et de la relation entre les organismes et leur environnement. Les écologues possèdent généralement une zone de spécialisation, par exemple l’eau douce, le milieu marin, le milieu terrestre, la faune et la flore, sur lesquels ils effectuent des recherches et exécutent des tâches connexes. ",http://data.europa.eu/esco/isco/C2133,Spécialistes de la protection de l’environnement
Occupation,http://data.europa.eu/esco/occupation/8b128a08-606f-4bb1-806e-07e0ed98b40e,enseignant-chercheur en astrophysique/enseignante-chercheuse en astrophysique,released,enseignante-chercheuse en astrophysique | enseignant-chercheur en astrophysique,"Les enseignants-chercheurs en astrophysique/enseignantes-chercheuses en astrophysique sont des professeurs, enseignants ou maîtres de conférences qui dispensent des cours aux étudiants titulaires d’un diplôme de l’enseignement secondaire supérieur dans leur domaine d’études spécialisé, l’astrophysique, qui revêt essentiellement un caractère théorique. Avec leurs assistants de recherche universitaire et leurs assistants d’enseignement universitaire, ils/elles préparent les conférences et les examens, notent les communications et les examens, animent les sessions de suivi et de retour d’informations à l’intention des étudiants. Ils/elles mènent également des recherches universitaires dans leur domaine, l’astrophysique, publient leurs conclusions et se concertent avec d’autres collègues universitaires.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,enseignant-chercheur/enseignante-chercheuse
Occupation,http://data.europa.eu/esco/occupation/8c0f59c9-9a47-42e7-8287-aab19df4e6ab,ingénieur en microélectronique/ingénieure en microélectronique,released,ingénieure en microélectronique | ingénieur en microélectronique,"Les ingénieurs en microélectronique/ingénieures en microélectronique conçoivent, développent et supervisent la production de petits appareils et composants électroniques tels que des micro-processeurs et des circuits intégrés.",http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224,ingénieur électronicien/ingénieure électronicienne
Occupation,http://data.europa.eu/esco/occupation/920c22e1-10a1-4afa-86b3-c43da8488391,enseignant-chercheur en travail social/enseignante-chercheuse en travail social,released,enseignant-chercheur en travail social | enseignante-chercheuse en travail social,"Les enseignants-chercheurs en travail social/enseignantes-chercheuses en travail social sont des professionnels dont le rôle est double: d’une part, ils enseignent, au niveau universitaire, les services sociaux, tels que le conseil, la thérapie ou le plaidoyer auprès de personnes ou de groupes de personnes et, d’autre part, ils font partie du monde universitaire qui dispense une formation professionnelle, en participant également à des travaux de recherche et au développement des connaissances, en contribuant à apporter des solutions à des problèmes sociaux complexes et à adopter des approches innovantes pour améliorer ces problèmes. Ils/elles enseignent la connaissance, les compétences et les valeurs de l’action sociale pour préparer les étudiants à s’engager dans des pratiques d’action sociale tenant compte de la dimension culturelle auprès de différentes populations et des communautés.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,enseignant-chercheur/enseignante-chercheuse
Occupation,http://data.europa.eu/esco/occupation/92bb3d8c-8a9f-4cd7-80ec-247bbf173004,ingénieur en matériel informatique/ingénieure en matériel informatique,released,ingénieure système | ingénieur support/ingénieure support | ingénieur en matériel informatique | ingénieure support | ingénieur système/ingénieure système | ingénieure en matériel informatique | ingénieur support | ingénieur système,"Les ingénieurs en matériel informatique/ingénieures en matériel informatique conçoivent et développent des systèmes et composants matériels informatiques, tels que des cartes de circuits imprimés, des modems et des imprimantes. Ils/elles établissent des plans directeurs et d’assemblage, développent et testent les prototypes et supervisent le processus de production.",http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224,ingénieur électronicien/ingénieure électronicienne
Occupation,http://data.europa.eu/esco/occupation/9766cc19-5a64-4b3c-a741-71561285a419,enseignant-chercheur en anthropologie/enseignante-chercheuse en anthropologie,released,enseignant-chercheur en anthropologie | enseignante-chercheuse en anthropologie,"Les enseignants-chercheurs en anthropologie/enseignantes-chercheuses en anthropologie sont des professeurs, enseignants ou maîtres de conférences qui dispensent des cours aux étudiants titulaires d’un diplôme de l’enseignement secondaire supérieur dans leur domaine d’études spécialisé, l’anthropologie, qui revêt essentiellement un caractère théorique. Avec leurs assistants de recherche universitaire et leurs assistants d’enseignement universitaire, ils préparent les conférences et les examens, notent les communications et les examens, animent les sessions de suivi et de retour d’informations à l’intention des étudiants. Ils/elles mènent également des recherches universitaires dans leur domaine, l’anthropologie, publient leurs conclusions et se concertent avec d’autres collègues universitaires.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,enseignant-chercheur/enseignante-chercheuse
Occupation,http://data.europa.eu/esco/occupation/9851c83c-5670-4da0-964a-1ef0e682e30b,chercheur en thanatologie/chercheuse en thanatologie,released,chercheuse en thanatologie | chercheur en thanatologie,"Des chercheurs en thanatologie étudient les décès et les morts dans divers domaines scientifiques, tels que la psychologie, la sociologie, la physiologie et l’anthropologie. Ils contribuent à la croissance des connaissances sur des aspects de la mort, tels que les phénomènes psychologiques qui meurent et ceux qui les entourent.",http://data.europa.eu/esco/isco/C2632,"Sociologues, anthropologues et assimilés"
